Feed Name,Feed ID,Feed Type,Active Status,Feed Description,Feed Scope Description,Assessment Status,Server Name,Schema Name,Table Name,Reporting Usages,Feed Source EONID,Feed Source Name,Feed Folder,Feed Arrival SLA,System EONID,Authorized Re-Distributer,Data Concept,Boundary,Authority Aligned,Entity Scope,Product Mapping,Feed Priority,Control Owner,Feed Instance,Sourcing Method,Feed Arrival ETA,Business Owner,Tech Owner,Primary IT Contact
Equity Margin Lending,292,Feed,Active,"​This document covers the Liquidity Hub data requirements for Equity Margin Lending feed.
•  Feed ID: 292
•  Feed Name: Equity Margin Lending


 ","Entity Scope
All Morgan Stanley legal entities participating with Equity margin lending business.
Product Scope
Data is required on a trade date basis i.e. settlement date transactions plus pending / forward starting transactions.
 
Feed should contain all Equity margin lending business collateral data specific in this document.
Accounts
All Morgan Stanley accounts participating with Equity margin lending business.


 ",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_EQUITY_MARGIN_LENDING,5G;6G,40833,DSL Loans,/v/region/na/appl/corptsy/lmfr/data/prod/input/dsl_eml/,"07:00 am EST , T+1",12659.0,"
DSL Loans","​(1) Collateral Position;
(2) Collateral Balance;
(3) Collateral Value","​Div:ISG(PB)​, client, non-derivative​",Yes,MSBNA,Loans,High,FSS-Data Services,,Push,,"Park, Lynsey (Finance) <Lynsey.Park@morganstanley.com>,Philpott, Phil (Finance) <Philip.Philpott@morganstanley.com>","Nagaraj, Nandeesh (CFT) <Nandeesh.Nagaraj@morganstanley.com>, Zborovskaya, Ella (CFT) <Ella.Zborovskaya@morganstanley.com>","Mohit Bindal,Adarsh sinha"
CVA Market Shocks,293,Feed,Active,"This feed sources CCAR Yieldbook Shocks from CVA Team. In future same feed will be used to source treasury market shocks too​.
CCAR YB Shocks needs to be sourced strategically in HUB to automate of market shock calculation in RLST. As of now secpool level shocks are computed from CCAR YB and uploaded in LR1 Contingency on a monthly basis. The strategic solution is to source the CCAR YB Shocks in hub as a feed strategically and compute the shocks needed in RLST module on the need basis. This will automate the flow and reduces the manual error.","Entity Scope
All Entities
Product Scope
All Products
Accounts",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_CVA_MARKET_SHOCK,,563,CVA Trader,cva_market_shock,T+1 8 PM NYT ,12659.0,​NA,​Risk Scenario,​All Products,Yes,MSBNA/MSPBNA,TBD,Medium,None,,Pull,,Doyle Hunt,cva-tw-dev,
RFM39-mcr_other_assets_spot,5039,Manual,Active,"​Detail of curves for leverage calc is more granular than spot data provided for line 190. Upload used to allocate spot balance at same granularity as curve projection.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.

","Entity Scope:MSIP and MSEHSE
Product Scope:Leverage calculation as part of MCL calc


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/axiom/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,All Products,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM40-HEADCOUNT,5040,Feed,Active,"​This feed contains number of heads based on Profit Centre Levels 2,3,4,5 & 6. The headcount is also segregated based on Company Code, Employee type and Level.

","Entity: ALL
Product Scope:RFM Operating Expenses (OPEX)

",Assessed,nyqd_lmfr_ate,,,RFM,47892,Query,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/cwb/,4.05 PM – 6PM,63070.0,"​DSL via FDW​
","​Employee to CostCenter Hierarchy Linkage​

","​RFM Operating Expenses (OPEX); All entities ​

",Yes,None,Reference Data,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
DELTA STRUCTURED PRODUCT,296,Feed,Active,"Delta Structured Product (DSP_TNID) feed contains long and short market value for each CUSIP, trading name id level and legal entity.Its used to calculate the LMV/SMV proration for every TNID and apply that proration on FDW B/S.
This TNID data is current sent by Hydra team to BRM manually and BRM owns the process of proration calculation. Going forward as a part of automation RFM will own the proration logic and this supporting Hydra feed is going to be automated and onboarded onto Hub (that's feed 296)","Entity Scope
The feed will include all Morgan Stanley entities.

Product Scope
The feed will include DSP (cash) Products.

Accounts
N/A
",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_DSP_TNID,RFM,17040,PB Funding engine - Coffer,dsp_tnid,Daily Jobs: Controllers will manually upload/fillforward the feed,12659.0,"​N/A
","​Trading Name Hierarchy

","​DSP(cash) Products​
",Yes,None,Core Prime Brokerage,High,None,​Daily,Push,4:30 am EST,Doyle Hunt,"Datta, Sayantan ",Niti Singh 
Failed Sales and Purchases,297,Manual,Active,"Failed Sales & Purchases feed will enable us to consider the failed sales & purchases while performing a netting calculation. The netted figures, will be used by the downstream reporting. 

This is an entirely new data source / data structure and doesn't fit with any of the existing feeds.","Entity Scope
The Legal Entity scope for the project includes all Morgan Stanley entities globally.

Product Scope
Feeds Include: Equity, Debt, Secured Lending & Secured Funding 
 ",Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_FAILED_SALES_PURCHASES,UK OoFA;Asset Encumbrance;NSFR U.K;NSFR EBA,12659,LiquityHub,•	UAT  – /v/region/na/appl/corptsy/lmfr/data/uat/input/failed_sales_purchases/ •	Prod -  /v/region/na/appl/corptsy/lmfr/data/prod/input/failed_sales_purchases/,10:30 AM LN,12659.0,"​NA
","Trade Contract Netting Event




","Equity, Debt, Secured Lending & Secured Funding
​


",,None,Fails,High,None,Once in a month,Push,,Doyle Hunt,Niti Singh,
FID Unsecured Funding TD,300,Feed,Active,"This feed contains the Trade Date FID positions pulled via SOAP API calls from Ripple. Apart from the SOAP call, this feed also takes input from four files:
•FID Optionality Schedule file (FID_OPTIONALITY_SCHEDULE_[T].csv) – contain optionality (call/put) schedule for FID Cusips.
•FID Notional Schedule file - contains Notional Schedule for FID accreting and amortizing Cusips


","•Entity Scope: ALL Entities Issuing FX Linked Notes, Structured Loans, CLN and ILN•Product Scope: FX Linked Notes, Structured Loans, Interest Linked Notes and CLN
•Accounts: All FID Accounts",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FID_USF_TD,6G;Unsecured Funding (Debt),10208,Ripple,/v/region/na/appl/corptsy/lmfr/data/prod/input/fid_usf_td/,5:30 AM EST,12659.0,"Yes
","​Market Value / Financial Product Classification​

","​1. FX Linked Notes/CDs, 2. Structured Loans, 3. Interest Linked Notes/CDs, 4. Credit Linked Notes/CDs

",Yes,MSBNA/MSPBNA,Deposits; Borrowings,High,None,,Pull,,Subhav Patel,"Upstream Technology Owner (ITSO): Robert Barclay (Ripple),  Upstream Technology Email Group (Development Team): irdsndev (Ripple) Liquidity Hub Development Owner: Niraj Kumar",Suyog Sakegaonkar
Etrade,294,Manual,Active,"Due to the purchase of E*TRADE by MS, the firm will need to report 3 new DLG's on day 1 of the acquisition. Treasury have deemed the below DLG structure as appropriate.

The new entity groups are:
E*TRADE Bank (DLG 50)E*TRADE Securities LLC (DLG 51)E*TRADE - All Other Entities (DLG 52)
As this is the tactical implementation based on E-Trade providing data source/data model information for upload in the HUB, there will be no list of MS entities in the DLG's to start. This will come later as migration occurs.

","Entity Scope
 
The Legal Entity scope for the project includes all ETrade entities globally.
 
Product Scope
 
Feeds Include: Equity, Debt, Secured Lending & Secured Funding

 ",Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_ETRADE,5G;6G,12659,LiquityHub,•	UAT  – /v/region/na/appl/corptsy/lmfr/data/uat/input/e_trade/ •	Prod -  /v/region/na/appl/corptsy/lmfr/data/prod/input/e_trade/,,12659.0,,​Regulatory Report,All E*Trade 5G level details across all E*Trade entities​,,None,All Products,High,None,,Push,,,Niti Singh,5gdev
Etrade HLA,302,Manual,Active,"​
On a daily basis E*TRADE sends to Morgan Stanley a file containing all unencumbered Treasury Controlled HLA (HQLA plus Agent Bank Cash) for the purposes of the Firm’s T+1 HLA calculation and signoff. As part of the Firm’s efforts to strategically integrate E*TRADE’s positions into the Firm’s 5G / LCR on a daily basis, it is the Firm’s intention to reuse this daily HLA file (example excel file attached below) for the purposes of calculating Non-HQLA cash and HQLA.​
","Entity Scope:The Legal Entity scope for the project includes all ETrade entities globally.
Product Scope: The following deals should be included in all the data feed:
•All Etrade 5G level details.",Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_ETRADE_HLA,5G;6G,12659,LiquityHub,/v/region/na/appl/corptsy/lmfr/data/prod/input/etrade_hla/,9:30AM EST on T+1 Mon-Fri,12659.0,,​Regulatory Report,All E*Trade 5G level HLA details across all E*Trade entities​,,E*TRADE,TBD,High,None,,Push,10AM EST,,Niti Singh,5gdev
IFRS Derivative Collateral,304,Feed,Active,"​IFRS Derivative Collateral feed contains IFRS Balance sheet aligned Derivative Collateral balances.. Data from FDW is materially correct on a daily basis and can be broken down at GL code block level. 
","Entity Scope: The feed will include EMEA Morgan Stanley Entities.
Product Scope: Derivatives
Accounts: SAP GL Account",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_IFRS_DERIVATIVE_COLLATERAL,Val1;CRR2,491,TAPS_EUR,deriv_collateral,•	Daily balances - 16:00 EST (T+1)  •	Monthly balances - 05:00 EST (T+2/T+8),12659.0,​N/A,​Collateral Balance,Derivatives​,Yes,None,Derivatives - OTC,High,None,,Push,•	Daily balances - 16:00 EST (T+1)  •	Monthly balances - 05:00 EST (T+2/T+8),Vineet Pande,"Ankur Sharma , Niti Singh","Ankur Sharma, btb-dev-all"
IFRS Listed Derivative Exposures,301,Feed,Active,"IFRS Listed Derivative Exposure feed contains IFRS Listed exposure balances. Data from FDW is materially correct on a daily basis and can be broken down at GL code block level. 


 ","Entity Scope
 
The feed will include EMEA Morgan Stanley Entities.
  
Accounts
SAP",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_IFRS_LISTED_DERIVATIVE_EXPOSURE,Asset Encumbrance;Val1;CRR2,491,TAPS_EUR,listed_exp,Daily Data - 16:00 EST (T+1); Monthly Data - 5:00 EST (T+2/T+8),12659.0,​FDW (via PX),​Credit Exposure & Measures,Listed Derivative​,Yes,None,Derivatives - Listed,High,None,,Push,T+1 1:00 AM EST,Upstream Technology Owner (ITSO): Vineet Pande Upstream Technology Email Group (Development Team): btb-dev-all,Liquidity Hub Development Owner: Ankur Sharma Liquidity Risk Controller Owner: LFC Treasury Owner: Niti Singh,"Ankur Sharma, Sabisch, Theo; Satvinder Singh; Verma, Ankit (CFT) "
Etrade Deposits,303,Feed,Active,"​On a daily basis E*TRADE will send Morgan Stanley a file containing deposit data for the 5G / LCR / NSFR. As part of the Firm's efforts to strategically integrate E*TRADE's positions into the Firm's 5G / LCR / NSFR on a daily basis, the Firm will use this daily deposit file (example excel file attached below (TBD)) for the purposes of calculating deposit outflows and ASFs. 

LH (via E*Trade EDW - systematic file drop for auto LH processing)​
","Entity Scope: The Legal Entity scope for the project includes all ETrade entities globally
Product Scope: Deposits Outflows

",Proposed for Deco,nyqd_lmfr_ate,LIQUIDITY,HUB_ETRADE_DEPOSITS,5G;6G;ILST;NSFR U.S.,12659,LiquityHub,•	UAT  – /v/region/na/appl/corptsy/lmfr/data/uat/input/etrade_deposits/ •	Prod -  /v/region/na/appl/corptsy/lmfr/data/prod/input/etrade_ deposits/,9:30AM EST on T+1 Mon-Fri,12659.0,​Liquidity Hub,​Regulatory Report,All E*Trade 5G level deposits details across allE*Trade Entities,Yes,E*TRADE,Deposits,High,None,Daily,Push,10AM EST,,Niti Singh,"5gdev, Mohit Bindal"
Eaton Vance,306,Manual,Active,"Due to the purchase of Eaton Vance by MS, the firm will need to report 1 new DLG on day 1 of the acquisition. Treasury have deemed the below DLG structure as appropriate.

The new entity groups are:Eaton Vance (DLG 53)
As this is the tactical implementation based on Eaton Vance providing data source/data model information for upload in the HUB, there will be no list of MS entities in the DLG's to start. This will come later as migration occurs.

Manual (file via Eaton Vance Treasury)​
","Entity Scope: The Legal Entity scope for the project includes all ETrade entities globally.
Product Scope: Feeds Include: Across all of 5G
",Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_EATON_VANCE,5G;6G,12659,LiquityHub,UAT  – /v/region/na/appl/corptsy/lmfr/data/uat/input/eaton_vance/ •	Prod -  /v/region/na/appl/corptsy/lmfr/data/prod/input/eaton_vance/,,12659.0,​N/A,"​​Regulatory Report
",All Eaton Vance 5G attributes across all Eaton Vance Entities​,,E*TRADE,All Products,High,FSS-Liquidity Reporting,Once in a month,Push,,,Niti Singh,"5gdev, Mohit Bindal"
IFRS OTC Derivative Exposures,305,Feed,Active,"​IFRS Otc Derivative Exposure feed contains IFRS balance sheet aligned Otc exposure balances. Data from FDW is materially correct on a daily basis and can be broken down at GL code block level. 
1. Current feed is US GAAP aligned with respect to netting and data.
2. Strategic data sourcing approach is to source data from FDW and we wanted to make a move towards the strategic path instead of remediating the current feed.","
•Entity Scope –The feed will include EMEA Morgan Stanley Entities.
•Product Scope –Otc Derivatives
•Accounts –SAP",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_IFRS_OTC_DERIVATIVE_EXPOSURE,Asset Encumbrance;Val1,491,TAPS_EUR,otc_exp,•	Daily balances - 16:00 EST (T+1)  •	Monthly balances - 05:00 EST (T+2/T+8),12659.0,​N/A,​Credit Exposures & Measures,OTC Derivative​,Yes,None,Derivatives - OTC,High,None,,Push,•	Daily balances - 16:00 EST (T+1)  •	Monthly balances - 05:00 EST (T+2/T+8),,Niti Singh,"Ankit Verma , Ben Croucher, Ankur Sharma"
Tender Option Bonds Floater Notes,307,Feed,Active,"​Tender Option Bonds Floater Notes feed will contain details of Floater Rate Notes issued by the TOB trust in money market fund. 
The Tender Option Bonds  is a tax advantageous trust structure that provides leverage to municipal bond investors by issuing floating rate securities. Currently Morgan Stanley participate in the customer program, and soon following a Bank/Non-Bank NPA, the business will participate in the principal program where MS will issue secured funding in these structures.
The current feed: Feed 80 is built to address requirements for the customer program, but not the principal program. As such, this feed will be decoded and replaced with 4 new feeds which will cover: Floater Notes, Investors, Collateral and residual data.","Feed Scope: 
•Entity Scope – The feed will include MSBNA and Non-Bank entities
•Product Scope – Tender Option Bonds
•Accounts – all accounts supporting entity scope",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_TOB_FLOATER,5G;6G;IRRBB;LCR - US;ILST;NSFR U.S.,3614,MuniTrust,muni_floater,10:00 PM EST,12659.0,via MuniTrustSystems,​(1) Allocated Trade Contract; (2)Collateral Value; (3) Market Value; (4) Unfunded Commitment,​Muni Floater Notes,Yes,MSBNA,Secured Funding Transactions (SFT),High,FSS-Data Services; FSS-Liquidity Reporting,,Push,11:00 PM EST ,Envall Morgan,Niti Singh,"ilstdev, Envall Morgan"
Tender Option Bonds Collateral,308,Feed,Active,"​Tender Option Bonds Collateral feed will contain details of Municipal Bond Collaterals that are sold to the TOB trust. 
The Tender Option Bonds  is a tax advantageous trust structure that provides leverage to municipal bond investors by issuing floating rate securities. Currently Morgan Stanley participate in the customer program, and soon following a Bank/Non-Bank NPA, the business will participate in the principal program where MS will issue secured funding in these structures.
The current feed: Feed 80 is built to address requirements for the customer program, but not the principal program. As such this feed will be decoded and replaced with 4 new feeds which will cover: Floater Notes, Investors, Collateral and residual data.","Feed Scope:
•Entity Scope – The feed will include MSBNA and Non-Bank entities
•Product Scope – Tender Option Bonds
•Accounts – all accounts supporting entity scope",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_TOB_COLLATERAL,5G;6G;IRRBB;LCR - US;ILST,3614,MuniTrust,muni_collateral,10:00 PM EST ,12659.0,​via MuniTrustSystems,​(1) Allocated Trade Contract; (2)Collateral Value; (3) Market Value; (4) ) Unfunded Commitment,​Muni Collateral,Yes,MSBNA,Secured Funding Transactions (SFT),High,FSS-Data Services; FSS-Liquidity Reporting,,Push,11:00 PM EST ,Envall Morgan,Niti Singh,ilstdev
Tender Option Bonds Residual,309,Feed,Active,"​Tender Option Bonds Residual feed will contain details of Residual shares issued by TOB trust to the investor.
The Tender Option Bonds  is a tax advantageous trust structure that provides leverage to municipal bond investors by issuing floating rate securities. Currently Morgan Stanley participate in the customer program, and soon following a Bank/Non-Bank NPA, the business will participate in the principal program where MS will issue secured funding in these structures.
The current feed: Feed 80 is built to address requirements for the customer program, but not the principal program. As such this feed will be decoded and replaced with 4 new feeds which will cover: Floater Notes, Investors, Collateral and residual data.","Feed Scope: 
•Entity Scope – The feed will include MSBNA and Non-Bank entities
•Product Scope – Tender Option Bonds
•Accounts – all accounts supporting entity scope",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_TOB_RESIDUAL,5G;6G;IRRBB;LCR - US;ILST,3614,MuniTrust,muni_residual,11:00 PM EST ,12659.0,​via MuniTrustSystems,(1) Allocated Trade Contract; (2)Collateral Value; (3) Market Value; (4) ) Unfunded Commitment,​Muni Residual,Yes,MSBNA,Secured Funding Transactions (SFT),High,FSS-Data Services; FSS-Liquidity Reporting,Daily,Push,11:00 PM EST ,Envall Morgan,Niti Singh,ilstdev
